,headlines,text,source,link
18723,"Assam minister Himanta, WB BJP chief Ghosh's convoy attacked","The convoy of West Bengal BJP chief Dilip Ghosh and Assam minister Himanta Biswa Sarma was attacked in East Midnapore district on Tuesday evening allegedly by TMC supporters. The leaders escaped unhurt but their vehicles were damaged. Himanta tweeted, ""While reinforcement from CRPF has arrived, the violent TMC goons are not allowing the forces to rescue us...Scene here is scary!""",The Quint,https://www.thequint.com/news/hot-news/bjp-leaders-dilip-ghosh-sarma-s-convoy-attacked-in-bengal?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18724,Liverpool pull off greatest CL semi comeback to knock Barcelona out,Liverpool produced the greatest semi-final comeback in Champions League era by overturning a three-goal first-leg deficit to beat Barcelona 4-3 on aggregate to reach the final. Forward Divock Origi and midfielder Georginio Wijnaldum scored twice each for the home side. Liverpool are the first English side to reach back-to-back Champions League finals since Manchester United in 2008 and 2009.,UEFA,https://www.uefa.com/uefachampionsleague/season=2019/matches/round=2000983/match=2027160/?utm_campaign=fullarticle&utm_medium=referral&iv=true&utm_source=inshorts
18725,Selfish Afridi ruined many careers for his own good: Imran Farhat,"Pakistani batsman Imran Farhat has said that former Pakistan captain Shahid Afridi is a ""selfish man"" who has ruined careers of other players. Farhat further urged the players who have been ""named and shamed"" in Afridi's book must speak up and tell the truth about him. ""He sure is talented enough to become a politician,"" Farhat further said.",CricTracker,https://www.crictracker.com/former-pakistan-international-imran-farhat-hits-out-at-shahid-afridi-says-he-ruined-many-careers/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18727,Food delivery boy beaten up by 5 men for half hour late delivery,"Bengaluru police have arrested five persons who had allegedly beaten up a 28-year-old online food delivery agent, accusing him of delivering food half an hour late on Saturday. The agent was found unconscious on the side of a road and taken to hospital by passers-by. Police said the accused assaulted him as they didn't want to pay for the food.",The News Minute,https://www.thenewsminute.com/article/food-delivery-agent-assaulted-5-men-bengaluru-late-delivery-101338?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18728,Indian technician towing Kuwait Airways plane crushed to death,An Indian technician working with Kuwait Airways was crushed to death at Kuwait City Airport on Monday under the wheels of an aircraft. The accident occurred when an empty Kuwait Airways Boeing 777 was being towed by Anand Ramachandran and the tow bar reportedly broke killing him on the spot. Ramachandran's body is being sent to his home state Kerala.,The News Minute,https://www.thenewsminute.com/article/malayali-technician-kuwait-airways-run-over-while-towing-plane-dies-101380?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18731,US woman pulls out alligator from pants at traffic stop by police,"A woman in US' Florida pulled out a one-foot-long baby alligator from her pants after she was pulled over by police for a check. The police said after they recovered 41 three-stripe turtles from her vehicle and asked her if she has anything else, she pulled out the live alligator. The case is now being investigated by the wildlife authority.",Hindustan Times,https://www.hindustantimes.com/it-s-viral/florida-woman-pulls-out-alligator-from-her-pants-and-wait-what/story-z62CyWr5g0SU3aNoDGNZYO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18734,It's just like 1st time: Nick on 2nd Met Gala with Priyanka,"While speaking about attending his second Met Gala with his wife and actress Priyanka Chopra, American singer Nick Jonas said, ""It's just like the first time, but this time we're married."" Priyanka intervened and added, ""We were a lot more awkward the first time."" The couple was seen on the red carpet this year in outfits by Dior.",Pinkvilla,https://www.pinkvilla.com/entertainment/news/met-gala-2019-priyanka-chopra-nick-jonas-their-1st-met-post-marriage-its-just-first-time-449763?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18735,Riyan Parag is an absolute potential superstar: Dean Jones,"Talking about Rajasthan Royals' 17-year-old all-rounder, Australian commentator Dean Jones said that he is an absolute potential superstar. ""I reckon he plays amazing shots to all parts of the ground. Just like AB de Villiers he gives himself access to the ball to hit it 360 degrees,"" he added. Parag is the youngest cricketer to score a fifty in IPL.",CricTracker,https://www.crictracker.com/colt-riyan-parag-is-an-absolutely-potential-superstar-says-dean-jones/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18737,Smart suitcase that warns blind users before collision made,"International researchers have made a smart suitcase that warns blind users before a collision, aimed at helping people with visual disabilities safely navigate airport terminals independently. It sounds an alarm beginning five seconds before collision and issues a stop sound when collision is imminent. They also modified an app that gives audio navigation directions to users for airport use.",ANI,https://www.aninews.in/news/tech/others/collision-detecting-suitcase-way-finding-app-will-help-visually-impaired-travellers-to-navigate-airports20190507173246/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18739,IIT team's self-cleaning glass purifies water using sunlight,"IIT Mandi scientists have developed a self-cleaning glass that can remove bacteria and other microbes and also organic pollutants like dyes, detergent and drugs from wastewater, using only sunlight. Scientists said the glass is easy to manufacture and is also cost-efficient. ""It could be used in washing machines to clean the water at the discharge point itself,"" they added.",The Financial Express,https://www.financialexpress.com/lifestyle/science/scientists-at-iit-mandi-develop-self-cleaning-glass-that-can-purify-water-through-sunlight/1569267/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18740,New plastic material that can be recycled repeatedly made,"Researchers at the US Department of Energys Lawrence Berkeley National Laboratory have developed a new recyclable plastic. Called PDK, it can be disassembled at the molecular level and then reassembled into a different shape, texture, and colour repeatedly ""without loss of performance or quality"". The researchers believe PDK could be a good alternative to non-recyclable plastics in use today.",Engadget,https://www.engadget.com/2019/05/07/pdk-plastic-circular-recyclable/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18742,Stake sale process of Zee at an advanced stage: Essel Group,"Essel Group on Tuesday said its stake sale process of Zee Entertainment Enterprises is ""in steady progress"" and ""at an advanced stage"". Zee Entertainment had last year announced that its promoters, led by Subhash Chandra, plan to sell up to 50% of their stake in the company to a strategic partner. Essel Group is selling assets to repay lenders.",Livemint,https://www.livemint.com/companies/news/stake-sales-process-of-zee-at-an-advanced-stage-essel-group-1557245041552.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18743,US begins return of $200 million in 1MDB funds to Malaysia,"The US has begun returning to Malaysia nearly $200 million allegedly misappropriated from scandal-hit state fund 1Malaysia Development Berhad (1MDB). US authorities have so far returned $57 million linked to Hollywood firm Red Granite Pictures. The firm had used the funds to finance Oscar-nominated film The Wolf of Wall Street, the US Department of Justice said.",Reuters,https://www.reuters.com/article/us-malaysia-politics-1mdb-usa-idUSKCN1SD08Z?utm_campaign=fullarticle&utm_medium=referral&utm_content=5cd17235e506e70001077fbf&utm_source=inshorts
18744,MI defeat CSK to enter IPL final for the fifth time,"Mumbai Indians on Tuesday defeated Chennai Super Kings in the Qualifier 1 at Chennai to reach Indian Premier League final for the fifth time. Chennai Super Kings will now play the winner of the Eliminator, to be played between SunRisers Hyderabad and Delhi Capitals on Wednesday. Notably, Mumbai Indians have won three of the four IPL finals they have played.",IPLT20,https://www.iplt20.com/match/2019/57?tab=scorecard&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18745,I'd always study in makeup room: Actress with 93% in Class 10 exams,"TV actress Ashnoor Kaur, who scored 93% in Class 10 board exams, said, ""It was hectic to manage and remember dialogues with my studies."" ""I would always study in my makeup room and would also wake up early around 5:30 am before leaving for sets and study,"" she added. Ashnoor is known for appearing on the show 'Patiala Babes'.",Times Now,https://www.timesnownews.com/entertainment/telly-talk/gossip/article/heres-what-patiala-babes-actress-ashnoor-kaur-did-to-score-93-in-x-board-exams/414152?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18746,Preity Zinta jokingly warns MS Dhoni of kidnapping his daughter Ziva,"Kings XI Punjab owner Preity Zinta took to Twitter to share a picture of herself with Chennai Super Kings captain MS Dhoni and wrote he has many fans, including her. ""But of late my loyalties are shifting to his little munchkin Ziva. Here I am telling him to be careful - I may just kidnap her,"" she added.",CricTracker,https://www.crictracker.com/ipl-2019-preity-zinta-funnily-warns-ms-dhoni-of-kidnapping-his-daughter-ziva/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18747,"After admitting mistake, HBO removes Starbucks cup from GoT episode","HBO has digitally removed the stray Starbucks coffee cup that appeared in a scene of the latest episode of 'Game of Thrones'. This comes after HBO admitted that the cup was a ""mistake"". Reacting to the gaffe, a user had tweeted, ""They took 2 years to shoot 6 episodes and left a Starbucks cup in a scene.""",Hindustan Times,https://www.hindustantimes.com/tv/hbo-quietly-removes-starbucks-cup-from-game-of-thrones-episode-but-hotstar-still-has-it/story-saHiWpCYCP1qnKtjTYmOCK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18748,"Sorry to let fans down, I will come back stronger: Jaydev Unadkat","RR fast bowler Jaydev Unadkat, who took 10 wickets in 11 IPL 2019 matches, took to Twitter to share a message for his ""real fans"". ""I'm sorry to let you guys down with the expectations you had,"" he wrote. ""I've been able to come back stronger from every downfall...I will do that once again. Introspect, Learn and Improve,"" he added.",Twitter,https://twitter.com/JUnadkat/status/1124996226284318721?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
18749,"I am just 21, it's difficult to think like a 30-year-old: Rishabh Pant","Wicketkeeper-batsman Rishabh Pant has said he is just 21 years old and his mind will be stronger and there'll be a lot of maturity in due course of time. ""Things don't change overnight...It's difficult to think like a 30-year-old,"" he added. ""I take any criticism positively. Finishing matches is important. I will learn to do it consistently,"" he further said.",CricTracker,https://www.crictracker.com/rishabh-pant-requests-fans-to-give-him-time-says-difficult-to-think-maturely-at-just-21/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
